,index,Season,Daynum,team1,team2,Wloc,Numot,score_diff,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,ELO,WorL,AdjustO_Diff,AdjustD_Diff,# of Wins_Diff,SOS_DIF,LUCK_DIF,Years Since 2016,Tournament Game
184,2008065,2008,65,1181,1396,1,0,0.135722335,0.097259358,-0.020095645,0.185185185,-0.12770562800000002,0.146666667,-0.005854241,-0.121212121,0.16587301599999998,0.19047619,-0.172649573,0.160606061,-0.988888889,-0.140007628,1863.5504877515664,1,8.4,-12.0,12,0.92,-0.049,1,0
185,2008069,2008,69,1181,1438,0,0,0.20893095600000006,0.217293233,0.011437908,0.279411765,0.109182099,0.005316321,-0.223776224,-0.314814815,0.191360153,0.358802309,-0.114010989,0.279202279,0.327777778,0.0,1866.4112637601672,1,5.6,-12.3,12,3.09,0.017,1,0
186,2008072,2008,72,1181,1199,1,0,0.121457034,0.113064713,-0.009411961,0.28571428600000004,0.093015873,-0.009379509,0.090218049,-0.003663004,0.076388889,0.180124777,-0.008403361,-0.037037037,-0.4166666670000001,-0.099114332,1871.6586308370397,1,-6.0,-2.2,-5,0.24,-0.055999999999999994,1,0
187,2008075,2008,75,1155,1181,0,0,0.093585941,-0.019399642,-0.081884745,0.125,-0.145268542,0.35174603200000004,0.156500489,-0.481146305,-0.00952381,0.081203008,-0.256944444,-0.134920635,-1.866666667,-0.135893092,1876.5699204296493,0,1.9,-11.1,12,-0.23,0.071,1,0
188,2008080,2008,80,1181,1439,1,0,0.132689063,0.161728395,0.077902129,0.529040404,0.28801054,-0.270833333,-0.452724359,-0.648148148,-0.005997001,0.246323529,-0.40712796,0.476190476,-0.35,0.131339031,1882.3962266786054,1,-2.2,2.0,-4,-0.53,-0.039,1,0
189,2008083,2008,83,1181,1268,1,0,0.076032541,0.021833239,0.087622855,0.229497354,0.114522417,0.152777778,0.062754588,0.261904762,-0.052863803,-0.666666667,-0.408885232,0.322510823,-0.75,-0.06484962400000001,1886.62915169694,1,23.9,-7.6,16,14.38,0.01,1,0
190,2008087,2008,87,1181,1301,0,0,0.159622472,0.183982684,0.113891286,0.251515152,0.129148629,0.001190476,-0.020757021,-0.261904762,-0.177696078,0.022727273,-0.6508838379999999,0.45021645,0.458333333,-0.009365079,1892.333921627728,1,19.2,-19.0,21,14.06,0.07,1,0
191,2008089,2008,89,1181,1274,0,0,0.119441501,-0.021919355,0.101395963,-0.011655012,-0.092668622,0.4143854,0.34590011600000004,0.338888889,-0.044858523,-0.071428571,-0.560606061,0.346560847,-1.458333333,-0.144444444,1897.3539223927123,1,4.2,-7.6,6,8.18,0.095,1,0
192,2008093,2008,93,1181,1314,1,0,0.090009983,0.132616487,-0.116724072,0.301587302,-0.13725490199999998,-0.435897436,-0.237050961,-0.805555556,0.05952381,0.17968668899999998,-0.073863636,0.266666667,0.400793651,-0.103034056,1900.710648678874,1,15.8,-7.1,16,6.84,0.067,1,0
193,2008096,2008,96,1130,1181,0,0,0.152931219,0.15178571400000002,0.171798462,0.17037037,0.29178744,-0.042063492,-0.013517528,0.125,-0.30639730600000004,0.171117131,-1.141558442,0.303030303,-0.013888889,-0.264745196,1911.8444385811222,0,5.7,-3.6,9,-0.83,0.039,1,0
194,2008100,2008,100,1181,1268,0,0,0.08809890599999999,-0.077200577,0.019436609,0.5343406589999999,0.351701904,0.252777778,0.211877395,-0.119047619,-0.120836153,-0.5277777779999999,-0.52610135,0.43044733,-0.3,-0.097587719,1916.7624912927984,1,13.0,-11.4,12,14.33,0.023,1,0
195,2008104,2008,104,1181,1448,0,0,0.063192268,-0.000440917,0.014473129,-0.05,-0.374183007,0.17079463399999995,-0.022222222000000003,0.044444444000000013,0.000429894,-0.054545455,-0.187681159,0.296957672,-0.411111111,-0.10207231,1922.453471631228,0,2.8,-12.2,7,8.15,0.044000000000000004,1,0
196,2008107,2008,107,1181,1274,0,0,0.05829536,0.058201058,-0.028537624,-0.583333333,-0.983333333,0.189215686,0.10743295,-0.048484848,0.14339285699999998,-0.121212121,-0.035507246,0.106481481,0.672222222,-0.201825397,1906.4248686441501,0,7.5,5.1,3,1.07,0.066,1,0
197,2008110,2008,110,1181,1385,0,0,0.253843725,0.334193548,0.125085441,0.330639731,0.17314439899999998,-0.571479501,-0.7534255870000001,0.081481481,0.13688610199999998,0.420922215,-0.193055556,0.038888889,-0.14285714300000002,0.073976608,1889.8038891902445,1,5.7,-3.6,9,-0.83,0.039,1,0
198,2008114,2008,114,1181,1210,0,0,0.093987225,-0.024320988,-0.005937781,-0.4,-0.184294872,0.3767858770000001,0.304301075,0.083130904,0.022584541,-0.121212121,-0.527751196,0.16984127,-1.222222222,-0.33740179600000003,1892.2266161298803,1,15.3,-17.0,16,15.18,-0.012,1,0
199,2008117,2008,117,1181,1301,1,0,0.125399346,0.058762286,0.171975917,-0.162698413,0.024265645,0.261170848,0.336738586,0.34179894200000005,-0.264819245,-0.605555556,-1.152380952,0.4956427020000001,-0.75,-0.239057239,1895.8832229838779,1,7.0,3.0,3,4.66,0.06,1,0
200,2008121,2008,121,1181,1438,1,0,0.072633091,0.119485294,-0.06410883,0.122100122,-0.131419234,-0.297758285,0.012148962,-0.194444444,0.083333333,0.240740741,0.054232804,-0.5166666670000001,-0.150793651,0.06127451,1900.0308356248754,1,15.1,-13.6,16,11.37,0.046,1,0
201,2008124,2008,124,1181,1314,1,0,0.08787689,0.120701058,-0.048739644000000006,-0.7777777779999999,-1.483333333,0.183333333,0.211022694,-0.165945166,0.16468137300000002,-0.086247086,-0.090133779,0.101190476,0.638888889,-0.23555555600000005,1903.8420084048362,0,7.0,-5.6,10,2.31,0.06,1,0
202,2008130,2008,130,1181,1210,2,0,0.117035965,-0.0008134389999999999,-0.06171376,-0.233333333,0.0875,0.428707363,0.431461569,0.018803419,0.10889694,0.19095719100000005,-0.37008547,0.5,-1.349206349,-0.15700129999999998,1895.3043457891586,1,-12.6,-0.6,-3,-14.34,-0.05,1,0
203,2008131,2008,131,1155,1181,2,0,0.054946098,0.13178480199999998,-0.056643625,-0.5694444439999999,-1.127777778,-0.004166667,0.172375351,-0.314093314,0.10625746,0.036858974,-0.040133779,0.176190476,0.6166666670000001,-0.102619048,1899.4867673704464,1,12.0,3.5,3,1.02,-0.013000000000000001,1,0
204,2008136,2008,136,1125,1181,2,0,0.044505743,0.037179487,-0.113123262,-0.095238095,-0.178874459,-0.7958333329999999,-0.474747475,-0.174603175,0.185739887,-0.1,0.104166667,0.094276094,0.275,-0.15768611400000002,1885.4781980197672,0,17.1,-0.1,16,2.34,0.16,1,0
205,2008138,2008,138,1181,1452,2,0,0.078536699,0.162411583,0.033730159,-0.302777778,-0.922222222,-0.070833333,0.004459309,0.067724868,0.184878149,0.190705128,0.048433048,-0.6571428570000001,0.477777778,-0.063644689,1889.0703885262528,0,6.6,-0.6,12,-0.47,0.158,1,0
206,2009007,2009,7,1181,1342,0,0,0.285691675,0.309040223,0.043220899000000014,-0.972222222,-1.12345679,0.361111111,0.21902852,0.114814815,0.278897849,0.303174603,-0.151674641,0.246031746,0.422222222,-0.449494949,1876.0963701039072,1,4.5,-9.7,12,4.03,0.11199999999999999,1,0
207,2009008,2009,8,1181,1204,0,0,0.273362881,0.168199856,-0.179853972,0.365656566,-0.087719298,0.446243815,0.371231527,-0.31759259300000003,0.329365079,0.30976431,-0.073529412,-0.166666667,0.175,-0.223290598,1876.9493783623568,1,8.2,-2.3,8,0.16,0.013000000000000001,1,0
208,2009013,2009,13,1181,1348,0,0,0.065264567,0.041666667,0.037777406,-0.095156695,0.054206028,-0.050785065,0.048759019,-0.02732684,-0.08786164199999999,0.106349206,-0.263257576,0.166666667,-1.155555556,-0.118518519,1879.263977000144,1,5.9,0.7,4,3.35,0.001,1,0
209,2009017,2009,17,1181,1356,2,0,0.17548639100000002,-0.074303406,-0.3021095,0.097222222,-0.393347622,0.489964749,0.448765432,-0.5462962960000001,0.22938137100000006,-0.029761905,0.028282828,0.325,0.0,-0.362130073,1882.76680263474,1,14.3,-3.9,18,0.22,0.11800000000000001,1,0
210,2009018,2009,18,1181,1276,2,0,0.242345744,0.225281804,-0.032096172,-0.346296296,-0.551461988,0.392857143,0.297720798,-0.055555556,0.139855072,0.020833333,-0.178240741,0.082671958,-0.088888889,-0.147712418,1888.505723137936,1,-1.7,2.9,-5,-3.98,-0.076,1,0
211,2009020,2009,20,1181,1285,0,0,0.210471177,0.124137931,-0.048643555,-0.466666667,-0.478114478,0.649411765,0.466238472,0.138047138,0.310587262,-0.16883116899999998,-0.353174603,0.305555556,0.194444444,-0.332761438,1891.6651959526791,1,6.9,-2.0,11,1.92,0.10099999999999999,1,0
212,2009025,2009,25,1181,1182,0,0,0.110224322,0.126493429,-0.002676563,-0.121212121,-0.204924705,0.078804348,0.08283552400000001,-0.29002849,0.045,0.254057604,-0.232397232,0.102020202,-0.388888889,0.020885547,1893.1252697739678,1,-5.8,0.9,1,0.93,0.064,1,0
213,2009029,2009,29,1181,1345,1,0,0.115335246,-0.063992674,-0.159642401,-0.477777778,-0.333667781,0.478317253,0.4628934320000001,-0.102396514,0.197012138,0.043740573,0.061111111,-0.07777777799999999,-0.035714286,-0.453373016,1894.735980573331,1,-4.7,8.2,-6,-3.4,-0.013999999999999999,1,0
214,2009033,2009,33,1181,1276,0,0,0.076424989,0.06542882400000001,-0.005817864,-0.025,-0.7555555559999999,0.14144736800000002,0.15942029,0.051851852,0.119267289,0.137914781,0.018518519,-0.8,-0.188888889,-0.099358974,1900.4238079374775,0,,,12,,,1,0
215,2009044,2009,44,1181,1421,0,0,0.237602108,0.182521158,0.094077233,0.256944444,0.140269151,0.413547237,0.363369963,-0.055555556,0.056561086,0.278475577,-0.502884615,0.227128427,0.03968254,-0.165806674,1883.352655423373,1,5.9,0.7,4,3.35,0.001,1,0
216,2009047,2009,47,1181,1462,2,0,0.197550992,0.158832786,-0.072584334,0.463095238,0.105555556,0.15178571400000002,0.03609782,-0.623809524,0.160507246,0.371759259,-0.055555556,0.166666667,0.613095238,0.085087719,1884.572496620659,1,8.2,-2.3,8,0.16,0.013000000000000001,1,0
217,2009058,2009,58,1181,1259,0,0,0.21550643,0.184899185,-0.004284621,-0.419047619,-0.568473193,0.267933723,0.263498503,0.01660401,0.133712072,0.08080808099999999,-0.385582011,-0.029411765,0.583333333,-0.204184704,1893.8369100139387,1,7.0,-5.6,10,2.31,0.06,1,0
218,2009062,2009,62,1181,1439,0,0,0.132838469,0.055995706,0.053597196,0.208180708,0.039009288,0.25050505100000003,0.273953824,0.208088235,-0.025793651,0.087581699,-0.21998372,0.163888889,-0.916666667,-0.200591348,1895.4619367395755,1,12.0,3.5,3,1.02,-0.013000000000000001,1,0
219,2009065,2009,65,1172,1181,0,0,0.143986335,0.038461538,-0.197165533,0.013227513,-0.338345865,0.445286195,0.364113409,-0.221212121,0.261815156,0.096603689,0.160683761,-0.452380952,-0.016666667,-0.204481793,1900.1812651826365,0,-5.8,0.9,1,0.93,0.064,1,0
220,2009068,2009,68,1181,1199,1,0,0.149647684,0.063662945,-0.112233102,0.30634920600000004,-0.193861694,0.005997901,0.119047619,-0.231773879,0.079059829,0.17518797,-0.197945845,-0.220899471,-0.333333333,-0.238888889,1907.2125218192334,1,-4.7,8.2,-6,-3.4,-0.013999999999999999,1,0
221,2009072,2009,72,1181,1210,1,0,0.14074262699999998,0.035394265,0.109526768,0.17037037,0.30100065,0.393137255,0.28886554600000003,0.226923077,-0.105379189,-0.095441595,-0.637535014,0.382905983,-0.083333333,-0.281565657,1912.51880453557,1,8.2,-2.3,8,0.16,0.013000000000000001,1,0
222,2009075,2009,75,1181,1207,0,0,0.141105437,0.164402647,0.098281814,0.009259259,0.11969697,-0.6570512820000001,-0.760504202,0.128066378,0.180201566,0.05620915,-0.051282051,-0.4166666670000001,-0.166666667,0.167641326,1915.9498142924615,1,12.0,3.5,3,1.02,-0.013000000000000001,1,0
223,2009078,2009,78,1181,1301,0,0,0.193928897,0.226666667,0.058083427,-0.5,-0.666666667,0.137287664,0.118894994,-0.272727273,-0.044487179,0.128860029,-0.80997151,0.564102564,-0.231481481,-0.146918768,1925.5552344433347,1,24.3,-16.6,21,10.53,0.039,1,0
224,2009082,2009,82,1181,1268,0,0,0.182483752,0.109737654,0.01365882,0.377622378,0.23852657,0.226608187,0.293589744,0.005772006,0.111111111,0.148809524,-0.223339161,0.0,0.242735043,-0.16374269,1929.0898714912728,1,-18.9,11.2,-5,-23.33,0.013999999999999999,1,0
225,2009086,2009,86,1181,1448,0,0,0.068937024,0.08090185700000001,0.00278002,-0.288888889,-1.002525253,0.12719298199999998,0.122670807,0.088888889,0.104774536,0.17797888399999998,-0.092592593,-0.772727273,-0.255555556,-0.110323887,1933.8036247673786,0,-11.8,12.9,-10,-7.77,0.057999999999999996,1,0
226,2009090,2009,90,1181,1438,0,0,0.17724562800000002,0.245436508,0.0942959,0.292592593,-0.103625541,-0.352693603,-0.342539683,-0.217857143,0.054302423,0.41975957,-0.566045549,0.288888889,0.083333333,0.013877048,1919.2385472906933,1,25.2,-12.1,12,20.2,-0.057999999999999996,1,0
227,2009093,2009,93,1155,1181,0,0,0.161909997,0.141909814,-0.016996197,-0.055555556,-0.5858585860000001,0.182748538,0.208774814,-0.058479532,0.123931624,0.166989873,-0.269230769,0.24009324,-0.18148148100000006,-0.075358852,1922.0725420715005,1,-10.7,7.0,-7,-6.02,-0.022000000000000002,1,0
228,2009096,2009,96,1181,1274,0,1,0.046945456,0.02017427,0.09616067,-0.045299145,0.086419753,-0.118394024,-0.482487923,-0.8292397659999999,-0.22111111100000005,0.298941799,-0.7689393940000001,0.333333333,-0.8,-0.005882353000000001,1909.0058944938876,1,-13.3,4.3,-12,-0.69,-0.086,1,0
229,2009100,2009,100,1181,1314,1,0,0.175141305,0.176392573,-0.019776216,-0.150793651,-0.440025253,0.127610693,0.112307423,-0.109761583,0.204444444,0.126373626,-0.213675214,0.091945092,0.207407407,-0.103136629,1913.738840956283,0,5.3,-4.1,6,2.3,0.02,1,0
230,2009104,2009,104,1130,1181,0,0,0.190442992,0.14868372300000002,-0.107586554,0.256613757,-0.04130117,0.137057387,0.095111656,-0.298650472,0.287777778,0.129072682,0.030769231,-0.301994302,0.259259259,-0.050505051,1906.1582838387783,1,,,12,,,1,0
231,2009108,2009,108,1181,1385,1,0,0.13966239,0.08483853300000001,-0.183982684,-0.113095238,-0.013257576,0.183333333,0.197368421,-0.747619048,0.175925926,0.027777778,-0.120354809,-0.08730158699999999,0.111111111,-0.08042328,1891.0516700512126,1,29.9,-22.9,24,18.55,0.013999999999999999,1,0
232,2009111,2009,111,1181,1448,0,0,0.16927612399999994,-0.004720407,-0.037833532,0.4166666670000001,0.247777778,0.447245565,0.394401195,-0.153703704,-0.170388751,0.244444444,-0.68627451,0.354312354,0.133333333,-0.341008772,1893.489139214744,1,8.7,-8.0,4,7.79,-0.07,1,0
233,2009114,2009,114,1181,1268,1,0,0.201238149,0.13562753,0.037268527,0.5939333000000001,0.511443495,-0.081349206,-0.19408867,0.024886878,0.179724596,0.19,-0.117948718,0.146464646,0.111111111,-0.037503178,1899.9008888137246,1,20.2,-10.3,14,10.25,-0.024,1,0
234,2009117,2009,117,1181,1439,1,0,0.103170901,0.104102564,0.050272745,0.220238095,0.071589229,-0.026006192,-0.056738817,-0.133333333,-0.166269841,0.029239766,-0.606060606,0.222222222,-1.111111111,-0.122807018,1905.647434719672,1,23.1,-23.7,23,15.43,0.052000000000000005,1,0
235,2009120,2009,120,1181,1199,0,0,0.122718361,0.049382715999999986,0.034792368,-0.16161616199999998,-0.090013034,0.225228877,0.259882479,-0.021284271,-0.074050648,-0.071428571,-0.484728507,0.226190476,-1.011904762,-0.089342105,1910.5533201915664,1,-10.1,3.5,-8,-2.27,-0.05,1,0
236,2009125,2009,125,1181,1314,0,0,0.103776325,0.079718205,-0.13278388300000002,-0.005291005,-0.383181511,0.127798128,0.12829416,-0.197435897,0.292051282,0.030659983,0.133333333,-0.703703704,0.140740741,-0.161111111,1916.6291361067724,0,13.6,-8.1,14,1.6,0.08900000000000001,1,0
237,2009130,2009,130,1130,1181,2,0,0.079578299,0.060598821,-0.164715245,0.177777778,-0.145502646,0.012413512,0.20180246,-0.425108225,0.096031746,-0.049836601,-0.047619048,0.397222222,-0.081481481,-0.087663399,1908.9993355885424,0,11.5,-3.1,8,0.7,0.043,1,0
238,2009131,2009,131,1181,1268,2,0,0.063667364,-0.195915196,-0.220713019,0.103174603,-0.159661836,0.689374953,0.69959596,-0.024074074,0.21208493,-0.231746032,0.275541796,-0.428571429,0.323232323,-0.547252747,1914.2066475933334,1,-10.1,11.8,-14,-2.74,-0.094,1,0
239,2009132,2009,132,1181,1199,2,0,0.076262423,0.013333333,0.116504023,0.137529138,0.305286112,0.136845039,0.20100308600000005,0.195382395,-0.203571664,-0.022283272000000003,-1.045512821,0.392857143,-0.345238095,-0.128707185,1919.6035552439137,1,13.0,-5.6,10,0.96,-0.059000000000000004,1,0
240,2009136,2009,136,1127,1181,2,0,0.184589126,0.082512315,0.016188707,-1.294444444,-0.831349206,0.5913382189999999,0.463480963,0.387415825,0.311188811,0.340641711,0.0062830690000000005,-0.0021164020000000003,0.166666667,-0.5166666670000001,1926.0455478025785,0,14.6,-6.6,10,3.09,0.016,1,0
241,2009138,2009,138,1181,1400,2,0,0.08787878800000001,-0.003968254,0.005456868,0.253968254,0.016666667,0.234090909,0.131163254,-0.049032839,0.015555556000000003,0.07962963,-0.290909091,0.333333333,-0.8666666670000001,-0.050011392,1927.8941050165122,1,-10.1,3.5,-8,-2.27,-0.05,1,0
242,2009143,2009,143,1181,1437,2,0,0.15631529,0.210670586,-0.06994302,0.023280423,-0.353576248,-0.029344729,-0.021011396,-0.027106227000000004,0.288808039,0.216374269,0.158974359,-0.7222222220000001,0.418518519,-0.063888889,1935.3133726359872,0,16.0,1.2,7,2.27,0.0,1,0
243,2010011,2010,11,1181,1422,0,0,0.277334799,0.25268656,0.026959182,0.236111111,0.271929825,0.317307692,0.285079365,0.175925926,0.31477499,0.362745098,-0.12797619,0.202020202,0.611111111,-0.243421053,1923.3546509419275,1,4.2,-6.2,6,-0.38,0.044000000000000004,1,0
244,2010014,2010,14,1157,1181,0,0,0.273736347,0.216515152,0.038646672,0.170833333,0.070930233,0.415343915,0.17469135800000002,-0.211233211,0.103094436,0.353846154,-0.551282051,0.284848485,0.611111111,-0.114478114,1924.0621834933545,0,11.5,-3.1,8,0.7,0.043,1,0
245,2010015,2010,15,1150,1181,0,0,0.209583669,0.118819777,-0.136592102,0.212820513,-0.212865497,0.238782051,0.244575163,-0.034722222000000004,0.307303114,0.247515642,-0.030735931,0.018939394,0.716666667,-0.197786132,1924.6001928035205,0,-10.1,11.8,-14,-2.74,-0.094,1,0
246,2010019,2010,19,1181,1347,0,0,0.283072799,0.203703704,-0.026842152,0.409888357,0.195151515,0.303539598,0.136553945,-0.147812971,0.229938272,0.306801994,-0.45014245,0.346560847,-0.092592593,-0.150793651,1926.6471331137589,1,13.0,-6.4,13,0.12,0.022000000000000002,1,0
247,2010023,2010,23,1113,1181,2,0,0.117749132,0.116851852,0.018405944,-0.222222222,-0.209199469,0.295238095,0.17224880399999998,-0.002197802,0.193939394,-0.049122807,-0.133333333,-0.374603175,-0.311111111,-0.292508418,1927.7330947543448,0,3.3,-7.4,7,2.22,0.031,1,0
248,2010025,2010,25,1163,1181,2,0,0.105664506,0.014015152,0.116412013,0.542857143,0.295614035,0.053890825,-0.187118437,0.098335583,-0.02292735,-0.026581606,-0.457139266,0.345238095,-0.598484848,0.053005238,1932.7086748201148,0,8.6,-9.3,10,5.13,0.079,1,0
249,2010030,2010,30,1181,1458,0,0,0.14964195,0.224609256,0.072364672,-0.087830688,-0.293425872,-0.051322750999999986,0.010470085,0.375457875,0.176489198,0.222222222,-0.307692308,-0.255555556,0.376190476,-0.152777778,1941.9989630115526,0,12.4,-4.6,6,5.34,-0.025,1,0
250,2010033,2010,33,1181,1385,0,0,0.25037037,0.187271179,0.021467024,0.227777778,0.003703704,0.191666667,0.049444444,-0.28571428600000004,0.232380952,0.403856108,-0.223280423,0.095238095,0.066666667,-0.259844322,1928.4827991827967,1,16.2,-3.8,7,7.93,-0.008,1,0
251,2010043,2010,43,1181,1205,0,0,0.243572827,0.26035451,-0.038622095,0.263888889,-0.093386243,0.147058824,0.223856209,-0.46031746,0.067175018,-0.077472527,-0.45982906,0.283333333,0.488888889,-0.401994302,1931.496644925412,1,13.0,-9.1,14,2.68,0.076,1,0
252,2010047,2010,47,1181,1211,2,0,0.17760602,0.156190476,0.020574242,0.154761905,-0.116593567,0.190110827,0.019328134,0.05933282400000001,0.172839506,0.193721719,0.023809524,-0.30952381,-0.013888889,0.08856682800000001,1932.1039642863532,1,3.3,-7.4,7,2.22,0.031,1,0
253,2010057,2010,57,1181,1253,0,0,0.151541215,0.122222222,-0.023588611,0.050595238,0.194444444,-0.086104007,0.20609319,-0.14179894199999998,0.110119048,0.121693122,-0.232478632,0.07777777799999999,0.704713805,-0.281045752,1939.6313757510784,1,13.0,-6.4,13,0.12,0.022000000000000002,1,0
254,2010059,2010,59,1181,1335,0,0,0.312423958,0.201546374,-0.079229615,0.193181818,-0.058357771,0.575757576,0.550415849,-0.07771164,0.272928052,0.29636363600000004,-0.380769231,0.523809524,0.222222222,-0.795677362,1940.8541955999374,1,13.0,-9.1,14,2.68,0.076,1,0
255,2010062,2010,62,1155,1181,0,0,0.144848485,0.181629185,-0.11589363,0.158730159,-0.205190058,-0.00952381,0.034157067,-0.375091575,0.265741079,0.290598291,0.016666667,-0.41005291,-0.814814815,-0.204545455,1941.5209000980753,0,8.6,-9.3,10,5.13,0.079,1,0
256,2010065,2010,65,1181,1235,2,0,0.17238999100000002,0.141176471,0.140612374,0.20952381,0.141077441,0.133333333,-0.018181818,0.352631579,0.113095238,0.048148148,-0.350815851,0.367521368,-0.2,0.103174603,1947.2238703715632,1,11.5,-3.1,8,0.7,0.043,1,0
257,2010068,2010,68,1181,1210,0,0,0.134827135,0.097672724,0.010636277,-0.048148148,-0.373767753,0.174120083,0.197030651,0.269230769,0.112386634,-0.15555555599999998,-0.245192308,0.061904762,-0.023809524,-0.232407407,1949.628870991864,0,11.7,-7.1,6,11.04,-0.073,1,0
258,2010072,2010,72,1130,1181,0,0,0.162682002,0.16407181,0.011618127,-0.611111111,-0.626495726,0.253623188,0.262987013,-0.026315789,0.152923538,0.241830065,-0.138528139,0.286772487,0.064814815,-0.288888889,1932.5747166383826,0,14.2,-15.5,15,6.19,-0.1,1,0
259,2010076,2010,76,1181,1448,0,0,0.130542986,0.094292804,0.05607538,-0.338095238,0.331547619,0.07246913599999999,0.047558923,0.079365079,0.07171277,0.316239316,-0.495833333,0.009259259,-0.061111111,-0.024122807000000003,1936.5162021410226,1,-22.5,20.1,-23,-14.86,-0.049,1,0
260,2010079,2010,79,1181,1301,0,0,0.08897099300000001,0.067730445,-0.021781305,0.018518519,-0.241514042,0.040786749,0.124499787,-0.373626374,0.00780379,-0.046783626,-0.4375,0.284126984,0.031746032,-0.178518519,1942.4375592884494,0,3.9,-6.1,10,-1.77,0.075,1,0
261,2010082,2010,82,1155,1181,1,0,0.174321833,0.211358025,0.023329636,0.026190476,0.072124756,0.022486772,-0.013749535,-0.132505176,0.177987043,0.376353276,-0.093487395,-0.021164021,0.148148148,-0.073809524,1925.9556390106545,0,9.1,-1.6,9,-0.36,0.006999999999999999,1,0
262,2010086,2010,86,1181,1199,0,0,0.130406466,0.021196581000000003,0.008489523,0.463804714,0.230107985,0.231623932,0.157407407,-0.014814815,0.038888889,0.105228758,-0.186234818,-0.075757576,-1.011111111,-0.132967033,1932.2815968803086,1,12.9,-8.1,15,2.38,-0.001,1,0
263,2010089,2010,89,1181,1207,0,0,0.11539742,0.141078302,-0.168589816,-0.198412698,-0.717704518,-0.004186795,0.03283312,-2.142857143,0.116154377,-0.015037594,-0.084558824,0.084126984,0.088888889,-0.172962963,1938.4837532529236,0,10.3,-2.6,12,-4.44,0.009000000000000001,1,0
264,2010094,2010,94,1181,1210,0,0,0.11057122,-0.045274725,0.04204802,-0.158119658,-0.011403509,0.48248366,0.316781067,0.207724172,0.026515152,-0.021675084,-0.278677463,0.047619048,-0.833333333,-0.22008547,1925.2773489054293,1,-7.2,4.5,-8,-4.14,0.016,1,0
265,2010096,2010,96,1130,1181,1,0,0.041639083,-0.001068376,0.023613332,-0.6,0.307656396,0.253787879,0.421096587,0.34367715600000004,-0.095714286,-0.13148148099999998,-0.271895425,0.008333333,-0.023809524,-0.295751634,1929.3426243164583,0,-17.5,12.6,-19,-8.2,-0.052000000000000005,1,0
266,2010100,2010,100,1181,1314,1,0,0.144328646,0.149355878,0.116177485,0.312820513,0.14634502900000002,-0.100744285,-0.31162354,-0.03459596,-0.016908213000000002,0.329143623,-0.444684945,0.440740741,-0.226984127,0.088888889,1933.258032830791,1,20.1,-4.3,19,5.58,0.142,1,0
267,2010103,2010,103,1181,1268,0,0,0.145114575,0.145994103,0.101154401,0.166666667,0.15307971,0.068996019,0.152518979,0.198412698,-0.03308642,0.030769231,-0.347816399,0.08531746,0.227513228,-0.196488696,1942.1543215974689,1,15.0,-19.2,19,13.61,0.032,1,0
268,2010107,2010,107,1181,1274,1,0,0.091788618,-0.068571429,0.037522769,0.28095238100000003,0.204040404,0.232718549,0.132893375,0.07777777799999999,-0.121794872,0.145299145,-0.3125,0.328205128,0.5,-0.25109649100000003,1947.4977896724847,1,19.3,-19.0,23,9.89,0.049,1,0
269,2010111,2010,111,1181,1439,0,0,0.112977646,-0.048421053,-0.188522589,0.042424242,0.031660693,0.321678322,0.308431538,-0.477777778,0.218888889,0.194444444,0.148809524,-0.436507937,0.211111111,-0.21158958,1951.2549256533248,1,6.6,-8.8,11,2.62,0.068,1,0
270,2010115,2010,115,1181,1409,0,0,0.149031547,0.043478261,-0.040971996,0.288888889,-0.078588079,0.242734248,0.169109195,-0.374269006,0.02974359,0.11025641,-0.6438746439999999,-0.166666667,-0.030952381,-0.296825397,1956.9142774487066,1,,,8,,,1,0
271,2010118,2010,118,1181,1438,1,0,0.246591459,0.27004926100000004,-0.045739302,0.273809524,0.133882687,0.074786325,0.076719577,-0.703030303,0.225396825,0.4235588970000001,-0.222222222,-0.7259259259999999,0.371428571,-0.420838421,1960.275184958824,1,9.7,-3.1,11,2.88,0.109,1,0
272,2010121,2010,121,1181,1268,0,0,0.126045568,0.222037822,-0.183859471,-0.333333333,-0.73992674,-0.062962963,-0.07808642,-2.412698413,0.145332096,0.451629073,-0.06372549,-1.177777778,0.588888889,-0.098888889,1962.811058671928,0,15.2,3.8,9,2.65,0.034,1,0
273,2010124,2010,124,1181,1314,0,0,0.189767617,0.218694885,0.106659905,0.636243386,0.502424242,-0.2459123,-0.479010025,0.106349206,0.191239316,0.433551198,-0.345833333,0.256349206,0.182539683,0.26552795,1948.4995657724648,1,15.1,-6.8,14,2.61,-0.002,1,0
274,2010130,2010,130,1181,1438,2,0,0.15268699,0.031759907000000004,0.07635468,0.112962963,-0.060728745,0.470238095,0.456140351,0.391534392,0.01754386,-0.257142857,-0.25,0.31547619,0.305555556,-0.197222222,1956.0359458436442,1,9.8,-10.9,15,1.63,0.038,1,0
275,2010131,2010,131,1181,1274,2,0,0.05153019,0.067901235,-0.05778474400000001,0.07521645,-0.12662089999999998,-0.5760233920000001,-0.325740741,0.336716524,0.299537633,0.3812636170000001,0.398148148,-0.5,-0.158730159,-0.133333333,1958.5814377679208,1,18.5,-17.7,22,3.16,0.009000000000000001,1,0
